learner_id,cohort_id,grade_band,age_range,stage_label,support_profile,expression_mode_preference,device_access,language_support,accommodation_flag,attendance_band,confidence_profile,trajectory_type,spelling_noise_level
L46_05_055,C46_05,4-6,9-11,Builders,sentence_stems,mixed,tablet_mix,light,audio_support,irregular,balanced,high_stable,low
L46_05_056,C46_05,4-6,9-11,Builders,sentence_stems,presentation,tablet_mix,moderate,extended_time,steady,cautious,needs_structure,medium
L46_05_057,C46_05,4-6,9-11,Builders,visual_data_support,presentation,tablet_mix,none,none,steady,confident,needs_structure,low
L46_05_058,C46_05,4-6,9-11,Builders,visual_data_support,written,laptop_priority,light,organization_support,irregular,overconfident,high_stable,low
L46_05_059,C46_05,4-6,9-11,Builders,audio_reflection,presentation,shared_device,moderate,visual_support,mixed,cautious,variable_growth,low
L46_05_060,C46_05,4-6,9-11,Builders,visual_data_support,mixed,1to1_device,light,visual_support,mixed,cautious,variable_growth,high
L46_06_001,C46_06,4-6,9-11,Builders,general,written,laptop_priority,light,visual_support,steady,balanced,needs_structure,low
L46_06_002,C46_06,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,light,none,mixed,confident,variable_growth,low
L46_06_003,C46_06,4-6,9-11,Builders,chunked_planning,mixed,shared_device,none,none,steady,confident,needs_structure,low
L46_06_004,C46_06,4-6,9-11,Builders,audio_reflection,presentation,shared_device,moderate,extended_time,mixed,confident,steady_growth,low
L46_06_005,C46_06,4-6,9-11,Builders,visual_data_support,mixed,shared_device,moderate,organization_support,irregular,cautious,needs_structure,low
L46_06_006,C46_06,4-6,9-11,Builders,chunked_planning,mixed,laptop_priority,moderate,none,mostly_steady,overconfident,needs_structure,low
L46_06_007,C46_06,4-6,9-11,Builders,general,written,1to1_device,none,organization_support,irregular,cautious,variable_growth,low
L46_06_008,C46_06,4-6,9-11,Builders,general,presentation,laptop_priority,light,none,steady,balanced,steady_growth,low
L46_06_009,C46_06,4-6,9-11,Builders,general,mixed,1to1_device,moderate,none,steady,confident,steady_growth,low
L46_06_010,C46_06,4-6,9-11,Builders,general,mixed,tablet_mix,light,visual_support,mostly_steady,balanced,needs_structure,high
L46_06_011,C46_06,4-6,9-11,Builders,chunked_planning,written,shared_device,moderate,visual_support,irregular,confident,variable_growth,low
L46_06_012,C46_06,4-6,9-11,Builders,audio_reflection,presentation,1to1_device,none,extended_time,mixed,confident,high_stable,low
L46_06_013,C46_06,4-6,9-11,Builders,chunked_planning,written,shared_device,light,visual_support,mostly_steady,overconfident,variable_growth,high
L46_06_014,C46_06,4-6,9-11,Builders,visual_data_support,presentation,laptop_priority,light,none,mixed,balanced,high_stable,high
L46_06_015,C46_06,4-6,9-11,Builders,sentence_stems,written,tablet_mix,none,none,irregular,confident,steady_growth,low
L46_06_016,C46_06,4-6,9-11,Builders,general,written,laptop_priority,moderate,visual_support,mixed,balanced,needs_structure,low
L46_06_017,C46_06,4-6,9-11,Builders,audio_reflection,presentation,tablet_mix,none,none,irregular,cautious,high_stable,low
L46_06_018,C46_06,4-6,9-11,Builders,general,written,laptop_priority,moderate,none,irregular,overconfident,variable_growth,high
L46_06_019,C46_06,4-6,9-11,Builders,chunked_planning,written,shared_device,moderate,visual_support,mostly_steady,balanced,high_stable,low
L46_06_020,C46_06,4-6,9-11,Builders,audio_reflection,mixed,laptop_priority,none,organization_support,irregular,confident,needs_structure,low
L46_06_021,C46_06,4-6,9-11,Builders,audio_reflection,written,shared_device,none,extended_time,mixed,cautious,variable_growth,low
L46_06_022,C46_06,4-6,9-11,Builders,sentence_stems,presentation,shared_device,light,organization_support,irregular,confident,needs_structure,low
L46_06_023,C46_06,4-6,9-11,Builders,visual_data_support,written,laptop_priority,none,extended_time,steady,confident,steady_growth,low
L46_06_024,C46_06,4-6,9-11,Builders,general,written,laptop_priority,light,organization_support,mostly_steady,confident,late_bloom,high
L46_06_025,C46_06,4-6,9-11,Builders,visual_data_support,written,laptop_priority,moderate,audio_support,irregular,confident,high_stable,low
L46_06_026,C46_06,4-6,9-11,Builders,visual_data_support,mixed,shared_device,moderate,audio_support,steady,cautious,variable_growth,low
L46_06_027,C46_06,4-6,9-11,Builders,general,presentation,1to1_device,light,visual_support,irregular,balanced,steady_growth,medium
L46_06_028,C46_06,4-6,9-11,Builders,sentence_stems,mixed,laptop_priority,moderate,visual_support,irregular,overconfident,variable_growth,low
L46_06_029,C46_06,4-6,9-11,Builders,general,presentation,tablet_mix,light,organization_support,steady,overconfident,variable_growth,medium
L46_06_030,C46_06,4-6,9-11,Builders,visual_data_support,written,tablet_mix,none,organization_support,irregular,overconfident,high_stable,medium
L46_06_031,C46_06,4-6,9-11,Builders,general,written,tablet_mix,moderate,visual_support,mixed,confident,needs_structure,high
L46_06_032,C46_06,4-6,9-11,Builders,general,written,1to1_device,moderate,organization_support,mostly_steady,confident,needs_structure,high
L46_06_033,C46_06,4-6,9-11,Builders,visual_data_support,presentation,shared_device,moderate,audio_support,mixed,cautious,late_bloom,low
L46_06_034,C46_06,4-6,9-11,Builders,chunked_planning,written,1to1_device,moderate,none,steady,overconfident,steady_growth,high
L46_06_035,C46_06,4-6,9-11,Builders,sentence_stems,presentation,1to1_device,none,none,mostly_steady,confident,late_bloom,high
L46_06_036,C46_06,4-6,9-11,Builders,audio_reflection,written,shared_device,light,audio_support,steady,confident,high_stable,low
L46_06_037,C46_06,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,moderate,visual_support,mostly_steady,cautious,variable_growth,medium
L46_06_038,C46_06,4-6,9-11,Builders,general,written,laptop_priority,light,visual_support,mostly_steady,confident,late_bloom,low
L46_06_039,C46_06,4-6,9-11,Builders,audio_reflection,written,tablet_mix,none,visual_support,mostly_steady,cautious,steady_growth,low
L46_06_040,C46_06,4-6,9-11,Builders,audio_reflection,written,1to1_device,moderate,audio_support,steady,overconfident,high_stable,low
L46_06_041,C46_06,4-6,9-11,Builders,chunked_planning,mixed,laptop_priority,moderate,none,steady,cautious,high_stable,low
L46_06_042,C46_06,4-6,9-11,Builders,chunked_planning,written,tablet_mix,moderate,visual_support,mostly_steady,overconfident,high_stable,medium
L46_06_043,C46_06,4-6,9-11,Builders,visual_data_support,written,shared_device,none,organization_support,mostly_steady,overconfident,steady_growth,high
L46_06_044,C46_06,4-6,9-11,Builders,general,mixed,laptop_priority,light,extended_time,steady,cautious,steady_growth,high
L46_06_045,C46_06,4-6,9-11,Builders,audio_reflection,mixed,laptop_priority,moderate,none,mixed,balanced,needs_structure,high
L46_06_046,C46_06,4-6,9-11,Builders,visual_data_support,mixed,laptop_priority,light,extended_time,steady,overconfident,needs_structure,high
L46_06_047,C46_06,4-6,9-11,Builders,audio_reflection,written,shared_device,moderate,audio_support,irregular,balanced,needs_structure,low
L46_06_048,C46_06,4-6,9-11,Builders,chunked_planning,mixed,shared_device,none,extended_time,steady,confident,steady_growth,low
L46_06_049,C46_06,4-6,9-11,Builders,general,written,tablet_mix,none,extended_time,mixed,overconfident,variable_growth,low
L46_06_050,C46_06,4-6,9-11,Builders,general,written,tablet_mix,moderate,extended_time,irregular,overconfident,variable_growth,medium
L46_06_051,C46_06,4-6,9-11,Builders,chunked_planning,presentation,tablet_mix,light,visual_support,steady,overconfident,late_bloom,medium
L46_06_052,C46_06,4-6,9-11,Builders,visual_data_support,presentation,laptop_priority,moderate,visual_support,irregular,cautious,high_stable,medium
L46_06_053,C46_06,4-6,9-11,Builders,sentence_stems,presentation,shared_device,none,audio_support,mixed,confident,late_bloom,low
L46_06_054,C46_06,4-6,9-11,Builders,visual_data_support,mixed,shared_device,none,visual_support,mixed,balanced,variable_growth,low
L46_06_055,C46_06,4-6,9-11,Builders,general,presentation,1to1_device,none,organization_support,irregular,confident,needs_structure,high
L46_06_056,C46_06,4-6,9-11,Builders,visual_data_support,written,laptop_priority,none,extended_time,mixed,confident,steady_growth,low
L46_06_057,C46_06,4-6,9-11,Builders,chunked_planning,written,shared_device,moderate,none,steady,balanced,steady_growth,low
L46_06_058,C46_06,4-6,9-11,Builders,visual_data_support,written,laptop_priority,light,extended_time,irregular,cautious,high_stable,medium
L46_06_059,C46_06,4-6,9-11,Builders,general,mixed,laptop_priority,light,visual_support,irregular,balanced,late_bloom,low
L46_06_060,C46_06,4-6,9-11,Builders,chunked_planning,presentation,shared_device,none,visual_support,mixed,overconfident,late_bloom,medium
L46_07_001,C46_07,4-6,9-11,Builders,visual_data_support,written,laptop_priority,none,extended_time,mixed,confident,steady_growth,high
L46_07_002,C46_07,4-6,9-11,Builders,audio_reflection,presentation,tablet_mix,moderate,audio_support,steady,confident,variable_growth,high
L46_07_003,C46_07,4-6,9-11,Builders,sentence_stems,written,1to1_device,none,extended_time,mixed,confident,late_bloom,low
L46_07_004,C46_07,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,moderate,extended_time,irregular,overconfident,variable_growth,low
L46_07_005,C46_07,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,none,visual_support,mostly_steady,overconfident,needs_structure,high
L46_07_006,C46_07,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,light,extended_time,mostly_steady,cautious,steady_growth,medium
L46_07_007,C46_07,4-6,9-11,Builders,visual_data_support,presentation,laptop_priority,light,visual_support,mostly_steady,cautious,steady_growth,low
L46_07_008,C46_07,4-6,9-11,Builders,general,mixed,tablet_mix,moderate,visual_support,mixed,overconfident,needs_structure,low
L46_07_009,C46_07,4-6,9-11,Builders,visual_data_support,mixed,shared_device,none,visual_support,steady,balanced,steady_growth,low
L46_07_010,C46_07,4-6,9-11,Builders,sentence_stems,mixed,tablet_mix,moderate,extended_time,mixed,confident,variable_growth,medium
L46_07_011,C46_07,4-6,9-11,Builders,visual_data_support,written,laptop_priority,moderate,extended_time,steady,confident,needs_structure,medium
L46_07_012,C46_07,4-6,9-11,Builders,visual_data_support,presentation,laptop_priority,none,organization_support,mixed,confident,needs_structure,medium
L46_07_013,C46_07,4-6,9-11,Builders,general,written,shared_device,moderate,visual_support,mixed,overconfident,steady_growth,high
L46_07_014,C46_07,4-6,9-11,Builders,general,presentation,shared_device,moderate,visual_support,irregular,overconfident,needs_structure,low
L46_07_015,C46_07,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,none,none,steady,confident,late_bloom,high
L46_07_016,C46_07,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,moderate,organization_support,mostly_steady,overconfident,needs_structure,high
L46_07_017,C46_07,4-6,9-11,Builders,visual_data_support,mixed,tablet_mix,light,extended_time,mixed,overconfident,variable_growth,medium
L46_07_018,C46_07,4-6,9-11,Builders,sentence_stems,presentation,tablet_mix,none,visual_support,mixed,confident,variable_growth,low
L46_07_019,C46_07,4-6,9-11,Builders,audio_reflection,presentation,laptop_priority,light,audio_support,mixed,overconfident,high_stable,low
L46_07_020,C46_07,4-6,9-11,Builders,general,presentation,tablet_mix,moderate,none,mostly_steady,cautious,variable_growth,high
L46_07_021,C46_07,4-6,9-11,Builders,chunked_planning,presentation,shared_device,light,extended_time,mixed,balanced,steady_growth,low
L46_07_022,C46_07,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,none,organization_support,irregular,confident,steady_growth,low
L46_07_023,C46_07,4-6,9-11,Builders,visual_data_support,written,tablet_mix,none,visual_support,steady,overconfident,high_stable,low
L46_07_024,C46_07,4-6,9-11,Builders,chunked_planning,written,tablet_mix,moderate,audio_support,steady,cautious,variable_growth,low
L46_07_025,C46_07,4-6,9-11,Builders,audio_reflection,mixed,1to1_device,light,extended_time,mostly_steady,cautious,variable_growth,low
L46_07_026,C46_07,4-6,9-11,Builders,visual_data_support,written,1to1_device,light,none,mixed,overconfident,variable_growth,medium
L46_07_027,C46_07,4-6,9-11,Builders,general,presentation,laptop_priority,light,visual_support,irregular,balanced,variable_growth,low
L46_07_028,C46_07,4-6,9-11,Builders,visual_data_support,presentation,laptop_priority,none,audio_support,mostly_steady,confident,needs_structure,low
L46_07_029,C46_07,4-6,9-11,Builders,audio_reflection,written,1to1_device,moderate,audio_support,steady,balanced,variable_growth,low
L46_07_030,C46_07,4-6,9-11,Builders,sentence_stems,written,shared_device,none,organization_support,steady,overconfident,late_bloom,medium
L46_07_031,C46_07,4-6,9-11,Builders,audio_reflection,mixed,1to1_device,moderate,organization_support,mostly_steady,overconfident,late_bloom,medium
L46_07_032,C46_07,4-6,9-11,Builders,audio_reflection,written,shared_device,light,extended_time,mixed,balanced,high_stable,high
L46_07_033,C46_07,4-6,9-11,Builders,chunked_planning,presentation,tablet_mix,moderate,visual_support,steady,overconfident,high_stable,low
L46_07_034,C46_07,4-6,9-11,Builders,sentence_stems,presentation,shared_device,light,none,mostly_steady,cautious,needs_structure,high
L46_07_035,C46_07,4-6,9-11,Builders,chunked_planning,written,1to1_device,moderate,audio_support,mostly_steady,confident,variable_growth,high
L46_07_036,C46_07,4-6,9-11,Builders,sentence_stems,presentation,laptop_priority,none,visual_support,mostly_steady,confident,needs_structure,low
L46_07_037,C46_07,4-6,9-11,Builders,chunked_planning,written,1to1_device,moderate,audio_support,mixed,balanced,late_bloom,high
L46_07_038,C46_07,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,light,audio_support,mostly_steady,cautious,steady_growth,medium
L46_07_039,C46_07,4-6,9-11,Builders,sentence_stems,written,1to1_device,light,organization_support,mixed,balanced,variable_growth,medium
L46_07_040,C46_07,4-6,9-11,Builders,general,written,shared_device,none,organization_support,mixed,confident,steady_growth,low
L46_07_041,C46_07,4-6,9-11,Builders,sentence_stems,mixed,tablet_mix,moderate,visual_support,irregular,overconfident,high_stable,medium
L46_07_042,C46_07,4-6,9-11,Builders,audio_reflection,presentation,1to1_device,moderate,none,irregular,balanced,steady_growth,high
L46_07_043,C46_07,4-6,9-11,Builders,chunked_planning,mixed,laptop_priority,light,none,irregular,confident,variable_growth,medium
L46_07_044,C46_07,4-6,9-11,Builders,audio_reflection,mixed,tablet_mix,none,none,steady,overconfident,steady_growth,medium
L46_07_045,C46_07,4-6,9-11,Builders,audio_reflection,written,shared_device,moderate,extended_time,steady,overconfident,high_stable,medium
L46_07_046,C46_07,4-6,9-11,Builders,general,presentation,1to1_device,none,none,steady,balanced,steady_growth,medium
L46_07_047,C46_07,4-6,9-11,Builders,chunked_planning,presentation,tablet_mix,none,none,steady,overconfident,high_stable,medium
L46_07_048,C46_07,4-6,9-11,Builders,sentence_stems,mixed,1to1_device,light,audio_support,steady,confident,variable_growth,low
L46_07_049,C46_07,4-6,9-11,Builders,sentence_stems,written,1to1_device,none,audio_support,mixed,balanced,needs_structure,high
L46_07_050,C46_07,4-6,9-11,Builders,chunked_planning,written,laptop_priority,light,visual_support,irregular,confident,needs_structure,low
L46_07_051,C46_07,4-6,9-11,Builders,chunked_planning,written,shared_device,none,organization_support,mostly_steady,balanced,late_bloom,low
L46_07_052,C46_07,4-6,9-11,Builders,audio_reflection,mixed,tablet_mix,none,organization_support,irregular,balanced,high_stable,low
L46_07_053,C46_07,4-6,9-11,Builders,audio_reflection,mixed,tablet_mix,none,visual_support,mixed,overconfident,high_stable,low
L46_07_054,C46_07,4-6,9-11,Builders,sentence_stems,written,tablet_mix,light,extended_time,mixed,confident,high_stable,medium
