ai_trace_id,record_id,learner_id,cohort_id,session_id,grade_band,ai_mode,ai_prompt,ai_suggestion_category,ai_suggestion_summary,learner_change_summary,disclosure_quality,human_verified,trace_ts
AI_core_L79_01_039_05_04,core_L79_01_039_05_04,L79_01_039,C79_01,S_C79_01_05,7-9,student_optional,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-02T13:46:00
AI_core_L79_01_041_04_02,core_L79_01_041_04_02,L79_01_041,C79_01,S_C79_01_04,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-02-23T11:07:00
AI_core_L79_01_042_03_02,core_L79_01_042_03_02,L79_01_042,C79_01,S_C79_01_03,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-16T12:21:00
AI_core_L79_01_042_06_04,core_L79_01_042_06_04,L79_01_042,C79_01,S_C79_01_06,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-09T13:38:00
AI_core_L79_01_045_02_02,core_L79_01_045_02_02,L79_01_045,C79_01,S_C79_01_02,7-9,student_supervised,Give me 3 starting ideas for edited photo evidence for a student council in a campaign posters.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-09T14:36:00
AI_core_L79_01_045_03_03,core_L79_01_045_03_03,L79_01_045,C79_01,S_C79_01_03,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-16T11:37:00
AI_core_L79_01_046_05_04,core_L79_01_046_05_04,L79_01_046,C79_01,S_C79_01_05,7-9,student_supervised,Give feedback on this idea for video clip context and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-02T13:58:00
AI_core_L79_01_048_06_03,core_L79_01_048_06_03,L79_01_048,C79_01,S_C79_01_06,7-9,student_supervised,Give me 3 starting ideas for video clip context for a teachers in a class discussion.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-09T07:45:00
AI_core_L79_01_049_07_04,core_L79_01_049_07_04,L79_01_049,C79_01,S_C79_01_07,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-16T08:00:00
AI_core_L79_01_052_02_02,core_L79_01_052_02_02,L79_01_052,C79_01,S_C79_01_02,7-9,student_optional,Give feedback on this idea for headline credibility and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept one part and changed the rest with my own words/work.,complete,True,2026-02-09T13:57:00
AI_core_L79_01_053_02_02,core_L79_01_053_02_02,L79_01_053,C79_01,S_C79_01_02,7-9,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-02-09T14:39:00
AI_core_L79_01_054_03_02,core_L79_01_054_03_02,L79_01_054,C79_01,S_C79_01_03,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-02-16T12:50:00
AI_core_L79_01_054_05_03,core_L79_01_054_05_03,L79_01_054,C79_01,S_C79_01_05,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-02T14:29:00
AI_core_L79_01_054_08_05,core_L79_01_054_08_05,L79_01_054,C79_01,S_C79_01_08,7-9,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-23T08:32:00
AI_core_L79_01_056_05_03,core_L79_01_056_05_03,L79_01_056,C79_01,S_C79_01_05,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-02T12:16:00
AI_core_L79_01_058_01_01,core_L79_01_058_01_01,L79_01_058,C79_01,S_C79_01_01,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-02T08:51:00
AI_core_L79_01_059_07_04,core_L79_01_059_07_04,L79_01_059,C79_01,S_C79_01_07,7-9,student_supervised,Give a few example cases I could test for headline credibility.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-16T14:30:00
AI_core_L79_01_060_04_02,core_L79_01_060_04_02,L79_01_060,C79_01,S_C79_01_04,7-9,student_supervised,Give feedback on this idea for AI-generated article summaries and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-02-23T13:29:00
AI_core_L79_02_003_02_02,core_L79_02_003_02_02,L79_02_003,C79_02,S_C79_02_02,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-16T09:28:00
AI_core_L79_02_003_05_04,core_L79_02_003_05_04,L79_02_003,C79_02,S_C79_02_05,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-09T09:30:00
AI_core_L79_02_004_02_01,core_L79_02_004_02_01,L79_02_004,C79_02,S_C79_02_02,7-9,student_supervised,Give feedback on this idea for AI-generated article summaries and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-16T14:54:00
AI_core_L79_02_004_06_04,core_L79_02_004_06_04,L79_02_004,C79_02,S_C79_02_06,7-9,student_optional,Give a few example cases I could test for AI-generated article summaries.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-16T11:49:00
AI_core_L79_02_005_06_03,core_L79_02_005_06_03,L79_02_005,C79_02,S_C79_02_06,7-9,student_optional,Give a few example cases I could test for edited photo evidence.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-16T12:05:00
AI_core_L79_02_005_07_04,core_L79_02_005_07_04,L79_02_005,C79_02,S_C79_02_07,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-23T11:20:00
AI_core_L79_02_005_08_05,core_L79_02_005_08_05,L79_02_005,C79_02,S_C79_02_08,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-30T07:58:00
AI_core_L79_02_009_01_01,core_L79_02_009_01_01,L79_02_009,C79_02,S_C79_02_01,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-09T14:47:00
AI_core_L79_02_009_03_03,core_L79_02_009_03_03,L79_02_009,C79_02,S_C79_02_03,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-23T11:11:00
AI_core_L79_02_009_07_05,core_L79_02_009_07_05,L79_02_009,C79_02,S_C79_02_07,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-23T13:55:00
AI_core_L79_02_011_04_02,core_L79_02_011_04_02,L79_02_011,C79_02,S_C79_02_04,7-9,student_optional,Give a few example cases I could test for rumor spread in group chats.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-02T13:51:00
AI_core_L79_02_012_06_04,core_L79_02_012_06_04,L79_02_012,C79_02,S_C79_02_06,7-9,student_optional,Give feedback on this idea for rumor spread in group chats and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-16T14:25:00
AI_core_L79_02_013_08_05,core_L79_02_013_08_05,L79_02_013,C79_02,S_C79_02_08,7-9,student_optional,Give feedback on this idea for image authenticity and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-30T11:16:00
AI_core_L79_02_014_04_03,core_L79_02_014_04_03,L79_02_014,C79_02,S_C79_02_04,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept one part and changed the rest with my own words/work.,complete,True,2026-03-02T12:48:00
AI_core_L79_02_017_03_03,core_L79_02_017_03_03,L79_02_017,C79_02,S_C79_02_03,7-9,student_optional,Give me 3 starting ideas for sponsored content labels for a students in a short video app.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-02-23T09:16:00
AI_core_L79_02_017_06_05,core_L79_02_017_06_05,L79_02_017,C79_02,S_C79_02_06,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-16T09:34:00
AI_core_L79_02_019_01_01,core_L79_02_019_01_01,L79_02_019,C79_02,S_C79_02_01,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-09T08:52:00
